TIC: ABFR_20180831.D\data.ms
Abies fraseri Oil

Time	Counts	
3.091	51530.00	
3.096	50391.00	
3.100	49989.00	
3.104	48993.00	
3.109	49558.00	
3.113	51420.00	
3.117	51952.00	
3.122	48122.00	
3.126	51216.00	
3.130	50657.00	
3.135	49639.00	
3.139	49637.00	
3.143	49159.00	
3.148	49037.00	
3.152	48857.00	
3.156	48458.00	
3.161	48528.00	
3.165	49814.00	
3.169	50837.00	
3.174	49443.00	
3.178	49443.00	
3.182	49831.00	
3.187	48914.00	
3.191	50376.00	
3.195	51195.00	
3.200	49362.00	
3.204	49747.00	
3.208	49781.00	
3.213	49498.00	
3.217	50143.00	
3.221	51505.00	
3.226	50968.00	
3.230	51237.00	
3.234	49100.00	
3.239	49264.00	
3.243	48698.00	
3.247	48991.00	
3.252	47895.00	
3.256	49525.00	
3.260	49733.00	
3.265	50657.00	
3.269	49326.00	
3.273	49470.00	
3.278	48432.00	
3.282	48503.00	
3.286	49662.00	
3.291	48511.00	
3.295	47907.00	
3.299	47115.00	
3.304	48430.00	
3.308	48281.00	
3.312	47825.00	
3.317	48164.00	
3.321	48056.00	
3.325	47999.00	
3.330	47068.00	
3.334	47021.00	
3.338	47653.00	
3.343	48753.00	
3.347	47764.00	
3.351	46805.00	
3.356	48647.00	
3.360	48221.00	
3.364	48323.00	
3.369	48287.00	
3.373	46971.00	
3.377	48276.00	
3.382	49280.00	
3.386	46959.00	
3.390	48300.00	
3.395	47247.00	
3.399	47232.00	
3.403	45694.00	
3.408	47850.00	
3.412	46932.00	
3.416	46999.00	
3.421	46430.00	
3.425	46131.00	
3.429	47992.00	
3.434	47349.00	
3.438	46453.00	
3.442	48773.00	
3.447	46874.00	
3.451	47750.00	
3.455	44937.00	
3.460	47271.00	
3.464	46341.00	
3.468	48772.00	
3.473	47220.00	
3.477	45927.00	
3.481	47259.00	
3.486	45292.00	
3.490	46265.00	
3.494	48776.00	
3.499	46524.00	
3.503	45922.00	
3.507	47631.00	
3.512	47094.00	
3.516	47294.00	
3.520	46426.00	
3.525	46048.00	
3.529	48000.00	
3.533	47788.00	
3.538	46422.00	
3.542	47103.00	
3.546	46553.00	
3.551	46581.00	
3.555	46629.00	
3.559	45566.00	
3.564	48460.00	
3.568	45745.00	
3.572	46986.00	
3.577	46682.00	
3.581	46346.00	
3.585	46746.00	
3.590	46929.00	
3.594	45169.00	
3.598	46962.00	
3.603	45279.00	
3.607	45662.00	
3.611	44652.00	
3.616	44912.00	
3.620	47873.00	
3.624	46127.00	
3.629	45052.00	
3.633	46947.00	
3.637	46731.00	
3.642	45714.00	
3.646	46827.00	
3.650	45613.00	
3.655	46676.00	
3.659	44502.00	
3.663	45394.00	
3.668	47047.00	
3.672	44616.00	
3.676	47340.00	
3.681	45880.00	
3.685	45660.00	
3.689	44574.00	
3.694	45396.00	
3.698	43671.00	
3.702	46058.00	
3.707	46188.00	
3.711	45743.00	
3.715	47030.00	
3.720	44572.00	
3.724	46959.00	
3.728	45659.00	
3.733	46209.00	
3.737	48990.00	
3.741	84661.00	
3.746	204256.00	
3.750	357888.00	
3.754	363926.00	
3.759	237665.00	
3.763	118606.00	
3.767	67202.00	
3.772	51995.00	
3.776	48807.00	
3.780	49096.00	
3.785	48276.00	
3.789	47474.00	
3.793	46707.00	
3.798	47346.00	
3.802	46640.00	
3.806	44796.00	
3.811	47281.00	
3.815	46370.00	
3.819	45917.00	
3.824	43374.00	
3.828	44822.00	
3.833	45303.00	
3.837	47084.00	
3.841	45053.00	
3.846	44335.00	
3.850	46602.00	
3.854	47639.00	
3.859	44843.00	
3.863	45914.00	
3.867	45434.00	
3.872	46113.00	
3.876	45064.00	
3.880	44760.00	
3.885	44810.00	
3.889	44438.00	
3.893	46684.00	
3.898	43824.00	
3.902	45422.00	
3.906	46351.00	
3.911	44554.00	
3.915	46031.00	
3.919	44436.00	
3.924	45689.00	
3.928	43912.00	
3.932	44458.00	
3.937	45781.00	
3.941	44105.00	
3.945	45854.00	
3.950	46168.00	
3.954	44523.00	
3.958	45519.00	
3.963	44003.00	
3.967	43700.00	
3.971	45084.00	
3.976	44210.00	
3.980	45118.00	
3.984	46394.00	
3.989	45645.00	
3.993	44244.00	
3.997	44197.00	
4.002	45999.00	
4.006	45286.00	
4.010	44721.00	
4.015	43131.00	
4.019	44924.00	
4.023	44412.00	
4.028	46411.00	
4.032	65098.00	
4.036	121595.00	
4.041	199791.00	
4.045	226772.00	
4.049	166354.00	
4.054	96828.00	
4.058	61001.00	
4.062	57120.00	
4.067	60794.00	
4.071	62869.00	
4.075	55476.00	
4.080	48259.00	
4.084	47335.00	
4.088	46336.00	
4.093	46066.00	
4.097	44911.00	
4.101	45963.00	
4.106	45051.00	
4.110	71796.00	
4.114	266378.00	
4.119	1027604.00	
4.123	2286249.00	
4.127	2633666.00	
4.132	1741456.00	
4.136	691424.00	
4.140	211517.00	
4.145	81422.00	
4.149	57972.00	
4.153	49961.00	
4.158	49458.00	
4.162	46629.00	
4.166	48043.00	
4.171	47877.00	
4.175	46052.00	
4.179	44348.00	
4.184	46601.00	
4.188	46359.00	
4.192	45664.00	
4.197	46650.00	
4.201	48025.00	
4.205	45609.00	
4.210	45553.00	
4.214	45552.00	
4.218	44558.00	
4.223	48279.00	
4.227	55992.00	
4.231	91505.00	
4.236	334832.00	
4.240	1117976.00	
4.244	2001822.00	
4.249	1988066.00	
4.253	1171174.00	
4.257	455605.00	
4.262	152062.00	
4.266	68960.00	
4.270	53021.00	
4.275	51001.00	
4.279	47524.00	
4.283	46981.00	
4.288	46916.00	
4.292	47970.00	
4.296	46737.00	
4.301	45963.00	
4.305	46242.00	
4.309	46686.00	
4.314	44582.00	
4.318	46337.00	
4.322	44960.00	
4.327	44656.00	
4.331	44960.00	
4.335	45750.00	
4.340	45010.00	
4.344	45419.00	
4.348	44630.00	
4.353	43643.00	
4.357	46499.00	
4.361	44507.00	
4.366	42801.00	
4.370	43983.00	
4.374	44760.00	
4.379	45142.00	
4.383	44497.00	
4.387	45351.00	
4.392	45473.00	
4.396	45799.00	
4.400	46178.00	
4.405	51415.00	
4.409	66348.00	
4.413	83890.00	
4.418	87483.00	
4.422	72116.00	
4.426	56494.00	
4.431	50690.00	
4.435	81960.00	
4.439	379534.00	
4.444	1625883.00	
4.448	3832705.00	
4.452	4757651.00	
4.457	3462880.00	
4.461	1492839.00	
4.465	407627.00	
4.470	116597.00	
4.474	63833.00	
4.478	56963.00	
4.483	54757.00	
4.487	51533.00	
4.491	51153.00	
4.496	50105.00	
4.500	49691.00	
4.504	53549.00	
4.509	85224.00	
4.513	134838.00	
4.517	147986.00	
4.522	113964.00	
4.526	79954.00	
4.530	67227.00	
4.535	58806.00	
4.539	54191.00	
4.543	52444.00	
4.548	50389.00	
4.552	49879.00	
4.556	48610.00	
4.561	49764.00	
4.565	49187.00	
4.570	49073.00	
4.574	48412.00	
4.578	48441.00	
4.583	48328.00	
4.587	47549.00	
4.591	46588.00	
4.596	47582.00	
4.600	47020.00	
4.604	46191.00	
4.609	47302.00	
4.613	47254.00	
4.617	47963.00	
4.622	48191.00	
4.626	49484.00	
4.630	48087.00	
4.635	54156.00	
4.639	52940.00	
4.643	51019.00	
4.648	49271.00	
4.652	48850.00	
4.656	47433.00	
4.661	46310.00	
4.665	56744.00	
4.669	156397.00	
4.674	560955.00	
4.678	1288829.00	
4.682	1469104.00	
4.687	900017.00	
4.691	349212.00	
4.695	115139.00	
4.700	63968.00	
4.704	55118.00	
4.708	49496.00	
4.713	49676.00	
4.717	50271.00	
4.721	51424.00	
4.726	53754.00	
4.730	48218.00	
4.734	47577.00	
4.739	47892.00	
4.743	46602.00	
4.747	45590.00	
4.752	46437.00	
4.756	48129.00	
4.760	47190.00	
4.765	48833.00	
4.769	75704.00	
4.773	154108.00	
4.778	219622.00	
4.782	181784.00	
4.786	114867.00	
4.791	214363.00	
4.795	855006.00	
4.799	2036595.00	
4.804	2418657.00	
4.808	1642372.00	
4.812	1028255.00	
4.817	656244.00	
4.821	332955.00	
4.825	146449.00	
4.830	78768.00	
4.834	62242.00	
4.838	57744.00	
4.843	58322.00	
4.847	61825.00	
4.851	64071.00	
4.856	62519.00	
4.860	61928.00	
4.864	58755.00	
4.869	57892.00	
4.873	53822.00	
4.877	52807.00	
4.882	49765.00	
4.886	50561.00	
4.890	47557.00	
4.895	47948.00	
4.899	48532.00	
4.903	47486.00	
4.908	48588.00	
4.912	47634.00	
4.916	46235.00	
4.921	47555.00	
4.925	46683.00	
4.929	47225.00	
4.934	48712.00	
4.938	48592.00	
4.942	48693.00	
4.947	47462.00	
4.951	47380.00	
4.955	46276.00	
4.960	46012.00	
4.964	44914.00	
4.968	47222.00	
4.973	45956.00	
4.977	46697.00	
4.981	47401.00	
4.986	45661.00	
4.990	45684.00	
4.994	46566.00	
4.999	47334.00	
5.003	51326.00	
5.007	55692.00	
5.012	55369.00	
5.016	52888.00	
5.020	50960.00	
5.025	47179.00	
5.029	47686.00	
5.033	45855.00	
5.038	44846.00	
5.042	44588.00	
5.046	45540.00	
5.051	45179.00	
5.055	44407.00	
5.059	44778.00	
5.064	44043.00	
5.068	44824.00	
5.072	44127.00	
5.077	46933.00	
5.081	44260.00	
5.085	47637.00	
5.090	53313.00	
5.094	55623.00	
5.098	55282.00	
5.103	51882.00	
5.107	48300.00	
5.111	46488.00	
5.116	48960.00	
5.120	48388.00	
5.124	47281.00	
5.129	47208.00	
5.133	47538.00	
5.137	45126.00	
5.142	46970.00	
5.146	45817.00	
5.150	46318.00	
5.155	46185.00	
5.159	45930.00	
5.163	45775.00	
5.168	44566.00	
5.172	44945.00	
5.176	44534.00	
5.181	46751.00	
5.185	47928.00	
5.189	49580.00	
5.194	49543.00	
5.198	62794.00	
5.202	93318.00	
5.207	129674.00	
5.211	122349.00	
5.215	89379.00	
5.220	94947.00	
5.224	259822.00	
5.228	649657.00	
5.233	934022.00	
5.237	690724.00	
5.241	370343.00	
5.246	179427.00	
5.250	102275.00	
5.254	90938.00	
5.259	105824.00	
5.263	113239.00	
5.267	101168.00	
5.272	84968.00	
5.276	77314.00	
5.280	71953.00	
5.285	68398.00	
5.289	62681.00	
5.293	62906.00	
5.298	61804.00	
5.302	61231.00	
5.307	57966.00	
5.311	55416.00	
5.315	55562.00	
5.320	52010.00	
5.324	50598.00	
5.328	49103.00	
5.333	49600.00	
5.337	51105.00	
5.341	49910.00	
5.346	50193.00	
5.350	49630.00	
5.354	45810.00	
5.359	46500.00	
5.363	47789.00	
5.367	51072.00	
5.372	52647.00	
5.376	52698.00	
5.380	50179.00	
5.385	50788.00	
5.389	65536.00	
5.393	102089.00	
5.398	151085.00	
5.402	148268.00	
5.406	107252.00	
5.411	69978.00	
5.415	58251.00	
5.419	52838.00	
5.424	51189.00	
5.428	49002.00	
5.432	49999.00	
5.437	47171.00	
5.441	49940.00	
5.445	52061.00	
5.450	55608.00	
5.454	59733.00	
5.458	67411.00	
5.463	71609.00	
5.467	71134.00	
5.471	62138.00	
5.476	53661.00	
5.480	50152.00	
5.484	49144.00	
5.489	46781.00	
5.493	46110.00	
5.497	47425.00	
5.502	45523.00	
5.506	46521.00	
5.510	47309.00	
5.515	47097.00	
5.519	47510.00	
5.523	46677.00	
5.528	46434.00	
5.532	46557.00	
5.536	49776.00	
5.541	50426.00	
5.545	51398.00	
5.549	51130.00	
5.554	49272.00	
5.558	49924.00	
5.562	52202.00	
5.567	53200.00	
5.571	56781.00	
5.575	66149.00	
5.580	78303.00	
5.584	75696.00	
5.588	65770.00	
5.593	61855.00	
5.597	60299.00	
5.601	77354.00	
5.606	163432.00	
5.610	320041.00	
5.614	398553.00	
5.619	297440.00	
5.623	157914.00	
5.627	92694.00	
5.632	108294.00	
5.636	206251.00	
5.640	308196.00	
5.645	299458.00	
5.649	195600.00	
5.653	111579.00	
5.658	73884.00	
5.662	60242.00	
5.666	53232.00	
5.671	52617.00	
5.675	52748.00	
5.679	51497.00	
5.684	51403.00	
5.688	50160.00	
5.692	48357.00	
5.697	50000.00	
5.701	49785.00	
5.705	48807.00	
5.710	53064.00	
5.714	50783.00	
5.718	48225.00	
5.723	51445.00	
5.727	51076.00	
5.731	53123.00	
5.736	55967.00	
5.740	74087.00	
5.744	98124.00	
5.749	109513.00	
5.753	89342.00	
5.757	68100.00	
5.762	59239.00	
5.766	52881.00	
5.770	48378.00	
5.775	47857.00	
5.779	47503.00	
5.783	46414.00	
5.788	49881.00	
5.792	62904.00	
5.796	86202.00	
5.801	101275.00	
5.805	94499.00	
5.809	74564.00	
5.814	61397.00	
5.818	52493.00	
5.822	48748.00	
5.827	48091.00	
5.831	49386.00	
5.835	48536.00	
5.840	46641.00	
5.844	49345.00	
5.848	53444.00	
5.853	53595.00	
5.857	55612.00	
5.861	55702.00	
5.866	60876.00	
5.870	78236.00	
5.874	101293.00	
5.879	109790.00	
5.883	96699.00	
5.887	80438.00	
5.892	69467.00	
5.896	65097.00	
5.900	59416.00	
5.905	55224.00	
5.909	55962.00	
5.913	53277.00	
5.918	52214.00	
5.922	53624.00	
5.926	56542.00	
5.931	64665.00	
5.935	68345.00	
5.939	64816.00	
5.944	58596.00	
5.948	53216.00	
5.952	51115.00	
5.957	49085.00	
5.961	51675.00	
5.965	48889.00	
5.970	48690.00	
5.974	48018.00	
5.978	47621.00	
5.983	46658.00	
5.987	46751.00	
5.991	47898.00	
5.996	45094.00	
6.000	45627.00	
6.004	45337.00	
6.009	46877.00	
6.013	46133.00	
6.017	45708.00	
6.022	47364.00	
6.026	52904.00	
6.031	62810.00	
6.035	66713.00	
6.039	61263.00	
6.043	51861.00	
6.048	48271.00	
6.052	48722.00	
6.057	48249.00	
6.061	46543.00	
6.065	46839.00	
6.070	46487.00	
6.074	46893.00	
6.078	47500.00	
6.083	46540.00	
6.087	47297.00	
6.091	49382.00	
6.096	49303.00	
6.100	51251.00	
6.104	48854.00	
6.109	48436.00	
6.113	48197.00	
6.117	44622.00	
6.122	45361.00	
6.126	45540.00	
6.130	46059.00	
6.135	45064.00	
6.139	46186.00	
6.143	45014.00	
6.148	44738.00	
6.152	47159.00	
6.156	46122.00	
6.161	45696.00	
6.165	44657.00	
6.169	45327.00	
6.174	43931.00	
6.178	44328.00	
6.182	44996.00	
6.187	45268.00	
6.191	47331.00	
6.195	44285.00	
6.200	44421.00	
6.204	45389.00	
6.208	47302.00	
6.213	50520.00	
6.217	45832.00	
6.221	45272.00	
6.226	45841.00	
6.230	47175.00	
6.234	45546.00	
6.239	44907.00	
6.243	44577.00	
6.247	45703.00	
6.252	47309.00	
6.256	61704.00	
6.260	126619.00	
6.265	192029.00	
6.269	189161.00	
6.273	137705.00	
6.278	100583.00	
6.282	78977.00	
6.286	65373.00	
6.291	59228.00	
6.295	55683.00	
6.299	50802.00	
6.304	51340.00	
6.308	49628.00	
6.312	48749.00	
6.317	48066.00	
6.321	50504.00	
6.325	49664.00	
6.330	51181.00	
6.334	49934.00	
6.338	47473.00	
6.343	48255.00	
6.347	45423.00	
6.351	45868.00	
6.356	46484.00	
6.360	46119.00	
6.364	46151.00	
6.369	47091.00	
6.373	46988.00	
6.377	47118.00	
6.382	48066.00	
6.386	48637.00	
6.390	51388.00	
6.395	50581.00	
6.399	58902.00	
6.403	159568.00	
6.408	948089.00	
6.412	3668608.00	
6.416	7298747.00	
6.421	7832983.00	
6.425	4617447.00	
6.429	1403383.00	
6.434	307755.00	
6.438	106198.00	
6.442	75461.00	
6.447	72630.00	
6.451	69014.00	
6.455	65779.00	
6.460	61449.00	
6.464	58541.00	
6.468	55508.00	
6.473	57288.00	
6.477	57516.00	
6.481	53400.00	
6.486	55467.00	
6.490	55525.00	
6.494	60114.00	
6.499	56718.00	
6.503	52481.00	
6.507	50344.00	
6.512	49048.00	
6.516	50003.00	
6.520	48757.00	
6.525	47207.00	
6.529	46401.00	
6.533	46943.00	
6.538	46958.00	
6.542	47696.00	
6.546	46082.00	
6.551	48989.00	
6.555	47701.00	
6.559	46009.00	
6.564	46202.00	
6.568	48197.00	
6.572	47898.00	
6.577	45926.00	
6.581	45634.00	
6.585	45225.00	
6.590	46124.00	
6.594	46406.00	
6.598	47377.00	
6.603	44900.00	
6.607	47300.00	
6.611	45709.00	
6.616	47332.00	
6.620	45288.00	
6.624	45861.00	
6.629	46495.00	
6.633	46876.00	
6.637	48624.00	
6.642	50337.00	
6.646	53500.00	
6.650	49903.00	
6.655	53259.00	
6.659	54228.00	
6.663	54056.00	
6.668	51939.00	
6.672	49971.00	
6.676	49714.00	
6.681	48893.00	
6.685	46387.00	
6.689	47416.00	
6.694	45372.00	
6.698	45587.00	
6.702	46434.00	
6.707	44287.00	
6.711	46148.00	
6.715	45734.00	
6.720	44965.00	
6.724	45916.00	
6.728	44834.00	
6.733	46278.00	
6.737	46094.00	
6.741	47542.00	
6.746	46837.00	
6.750	51947.00	
6.754	59646.00	
6.759	69149.00	
6.763	67400.00	
6.768	54667.00	
6.772	49701.00	
6.776	46251.00	
6.781	45610.00	
6.785	46684.00	
6.789	45947.00	
6.794	45687.00	
6.798	44486.00	
6.802	44655.00	
6.807	49671.00	
6.811	60084.00	
6.815	76744.00	
6.820	82198.00	
6.824	70103.00	
6.828	54416.00	
6.833	47216.00	
6.837	46343.00	
6.841	47096.00	
6.846	45979.00	
6.850	47516.00	
6.854	46547.00	
6.859	46324.00	
6.863	44904.00	
6.867	46334.00	
6.872	43548.00	
6.876	44820.00	
6.880	45109.00	
6.885	46742.00	
6.889	44546.00	
6.893	45918.00	
6.898	48907.00	
6.902	53580.00	
6.906	57573.00	
6.911	60963.00	
6.915	55218.00	
6.919	50834.00	
6.924	50239.00	
6.928	50501.00	
6.932	46809.00	
6.937	47922.00	
6.941	48128.00	
6.945	48695.00	
6.950	51530.00	
6.954	51782.00	
6.958	49608.00	
6.963	46302.00	
6.967	44825.00	
6.971	45277.00	
6.976	45680.00	
6.980	44957.00	
6.984	45019.00	
6.989	46446.00	
6.993	45990.00	
6.997	46498.00	
7.002	47811.00	
7.006	46040.00	
7.010	45456.00	
7.015	45847.00	
7.019	43595.00	
7.023	45429.00	
7.028	48053.00	
7.032	54682.00	
7.036	60018.00	
7.041	55415.00	
7.045	46910.00	
7.049	45226.00	
7.054	44952.00	
7.058	44851.00	
7.062	45125.00	
7.067	44978.00	
7.071	45085.00	
7.075	45758.00	
7.080	47565.00	
7.084	48012.00	
7.088	48542.00	
7.093	51517.00	
7.097	54912.00	
7.101	54199.00	
7.106	49198.00	
7.110	47615.00	
7.114	47922.00	
7.119	46819.00	
7.123	45741.00	
7.127	47001.00	
7.132	56485.00	
7.136	94511.00	
7.140	172309.00	
7.145	233453.00	
7.149	189158.00	
7.153	115244.00	
7.158	65374.00	
7.162	50761.00	
7.166	45285.00	
7.171	47159.00	
7.175	48592.00	
7.179	53679.00	
7.184	67073.00	
7.188	92703.00	
7.192	103845.00	
7.197	87038.00	
7.201	62427.00	
7.205	51206.00	
7.210	50787.00	
7.214	51484.00	
7.218	50224.00	
7.223	47806.00	
7.227	46930.00	
7.231	46718.00	
7.236	46302.00	
7.240	46519.00	
7.244	45761.00	
7.249	45791.00	
7.253	46705.00	
7.257	45482.00	
7.262	47205.00	
7.266	50482.00	
7.270	55152.00	
7.275	55357.00	
7.279	52371.00	
7.283	47841.00	
7.288	46055.00	
7.292	47297.00	
7.296	46347.00	
7.301	45528.00	
7.305	47458.00	
7.309	43985.00	
7.314	44504.00	
7.318	45467.00	
7.322	46307.00	
7.327	46689.00	
7.331	47544.00	
7.335	45143.00	
7.340	45619.00	
7.344	45362.00	
7.348	45525.00	
7.353	46840.00	
7.357	50529.00	
7.361	58301.00	
7.366	70377.00	
7.370	75802.00	
7.374	71204.00	
7.379	58643.00	
7.383	57621.00	
7.387	55702.00	
7.392	53631.00	
7.396	48499.00	
7.400	49111.00	
7.405	44028.00	
7.409	45252.00	
7.413	46888.00	
7.418	45891.00	
7.422	46509.00	
7.426	45307.00	
7.431	47640.00	
7.435	46044.00	
7.439	43554.00	
7.444	45121.00	
7.448	47970.00	
7.452	47891.00	
7.457	46863.00	
7.461	46036.00	
7.465	44499.00	
7.470	45577.00	
7.474	46972.00	
7.478	50898.00	
7.483	46971.00	
7.487	46680.00	
7.491	47910.00	
7.496	46470.00	
7.500	47338.00	
7.505	46863.00	
7.509	48042.00	
7.513	51804.00	
7.518	58222.00	
7.522	57062.00	
7.526	54570.00	
7.531	48305.00	
7.535	49070.00	
7.539	46164.00	
7.544	45922.00	
7.548	44615.00	
7.552	45449.00	
7.557	52011.00	
7.561	75958.00	
7.565	117248.00	
7.570	124435.00	
7.574	95581.00	
7.578	68522.00	
7.583	53872.00	
7.587	49180.00	
7.591	47479.00	
7.596	48026.00	
7.600	49961.00	
7.604	52307.00	
7.609	53809.00	
7.613	52139.00	
7.617	47836.00	
7.622	47516.00	
7.626	46180.00	
7.630	47432.00	
7.635	48179.00	
7.639	47294.00	
7.643	47927.00	
7.648	49024.00	
7.652	50990.00	
7.656	48736.00	
7.661	46898.00	
7.665	44209.00	
7.669	46242.00	
7.674	48574.00	
7.678	49620.00	
7.682	47693.00	
7.687	46147.00	
7.691	46711.00	
7.695	45919.00	
7.700	46400.00	
7.704	47011.00	
7.708	45256.00	
7.713	46096.00	
7.717	44292.00	
7.721	46478.00	
7.726	47322.00	
7.730	50422.00	
7.734	50499.00	
7.739	47676.00	
7.743	45889.00	
7.747	43979.00	
7.752	44308.00	
7.756	45057.00	
7.760	44716.00	
7.765	45329.00	
7.769	45621.00	
7.773	45941.00	
7.778	45856.00	
7.782	46181.00	
7.786	44009.00	
7.791	45166.00	
7.795	44405.00	
7.799	44205.00	
7.804	44893.00	
7.808	45125.00	
7.812	45343.00	
7.817	45653.00	
7.821	46884.00	
7.825	46007.00	
7.830	45842.00	
7.834	48219.00	
7.838	45921.00	
7.843	44730.00	
7.847	44255.00	
7.851	44627.00	
7.856	45511.00	
7.860	45849.00	
7.864	45498.00	
7.869	44757.00	
7.873	45196.00	
7.877	46425.00	
7.882	46505.00	
7.886	44271.00	
7.890	46619.00	
7.895	45957.00	
7.899	45404.00	
7.903	45598.00	
7.908	44420.00	
7.912	46474.00	
7.916	44626.00	
7.921	44108.00	
7.925	44214.00	
7.929	45267.00	
7.934	45866.00	
7.938	44613.00	
7.942	46222.00	
7.947	45631.00	
7.951	44841.00	
7.955	44974.00	
7.960	44204.00	
7.964	44924.00	
7.968	44842.00	
7.973	44213.00	
7.977	43410.00	
7.981	45874.00	
7.986	45529.00	
7.990	44732.00	
7.994	46184.00	
7.999	44515.00	
8.003	44359.00	
8.007	44567.00	
8.012	44671.00	
8.016	45086.00	
8.020	46289.00	
8.025	46337.00	
8.029	46734.00	
8.033	47407.00	
8.038	48968.00	
8.042	46548.00	
8.046	44738.00	
8.051	45739.00	
8.055	44001.00	
8.059	45203.00	
8.064	44419.00	
8.068	44244.00	
8.072	46275.00	
8.077	44166.00	
8.081	46049.00	
8.085	46967.00	
8.090	43744.00	
8.094	45672.00	
8.098	44379.00	
8.103	45165.00	
8.107	44759.00	
8.111	45534.00	
8.116	44279.00	
8.120	45095.00	
8.124	46313.00	
8.129	46490.00	
8.133	44394.00	
8.137	46082.00	
8.142	46198.00	
8.146	46153.00	
8.150	48699.00	
8.155	47668.00	
8.159	47147.00	
8.163	47566.00	
8.168	46643.00	
8.172	47008.00	
8.176	45951.00	
8.181	48368.00	
8.185	50637.00	
8.189	49379.00	
8.194	46064.00	
8.198	44031.00	
8.202	45490.00	
8.207	44703.00	
8.211	45720.00	
8.215	45028.00	
8.220	45066.00	
8.224	44317.00	
8.229	45178.00	
8.233	45387.00	
8.237	47015.00	
8.242	46485.00	
8.246	48546.00	
8.250	47510.00	
8.255	46533.00	
8.259	44933.00	
8.263	45355.00	
8.268	45831.00	
8.272	44756.00	
8.276	46323.00	
8.281	45002.00	
8.285	45886.00	
8.289	46002.00	
8.294	44839.00	
8.298	44224.00	
8.302	45507.00	
8.307	45714.00	
8.311	46929.00	
8.315	44883.00	
8.320	45800.00	
8.324	45432.00	
8.328	45839.00	
8.333	45539.00	
8.337	47053.00	
8.341	46534.00	
8.346	46946.00	
8.350	46711.00	
8.354	45796.00	
8.359	46011.00	
8.363	45162.00	
8.367	45348.00	
8.372	45429.00	
8.376	44132.00	
8.380	44817.00	
8.385	45786.00	
8.389	45225.00	
8.393	45342.00	
8.398	45023.00	
8.402	44957.00	
8.406	45716.00	
8.411	45034.00	
8.415	45388.00	
8.419	44154.00	
8.424	46795.00	
8.428	46051.00	
8.432	45262.00	
8.437	46594.00	
8.441	44582.00	
8.445	44540.00	
8.450	47099.00	
8.454	44685.00	
8.458	46731.00	
8.463	45658.00	
8.467	47200.00	
8.471	45868.00	
8.476	46502.00	
8.480	47365.00	
8.484	46693.00	
8.489	46037.00	
8.493	45191.00	
8.497	44710.00	
8.502	44922.00	
8.506	45024.00	
8.510	46551.00	
8.515	46795.00	
8.519	45125.00	
8.523	45815.00	
8.528	45632.00	
8.532	46131.00	
8.536	46014.00	
8.541	47051.00	
8.545	44955.00	
8.549	46209.00	
8.554	45947.00	
8.558	46053.00	
8.562	46245.00	
8.567	46262.00	
8.571	45906.00	
8.575	44764.00	
8.580	45953.00	
8.584	46573.00	
8.588	45508.00	
8.593	46489.00	
8.597	46453.00	
8.601	44616.00	
8.606	43700.00	
8.610	45405.00	
8.614	46903.00	
8.619	46885.00	
8.623	45094.00	
8.627	47657.00	
8.632	46618.00	
8.636	47746.00	
8.640	46965.00	
8.645	45633.00	
8.649	45524.00	
8.653	45616.00	
8.658	46532.00	
8.662	46614.00	
8.666	45868.00	
8.671	47825.00	
8.675	45938.00	
8.679	46930.00	
8.684	45343.00	
8.688	46780.00	
8.692	45744.00	
8.697	45540.00	
8.701	47758.00	
8.705	46443.00	
8.710	46176.00	
8.714	46792.00	
8.718	47174.00	
8.723	46572.00	
8.727	46126.00	
8.731	44543.00	
8.736	46700.00	
8.740	45051.00	
8.744	47847.00	
8.749	45868.00	
8.753	46720.00	
8.757	45718.00	
8.762	47102.00	
8.766	45522.00	
8.770	45130.00	
8.775	46537.00	
8.779	46243.00	
8.783	47106.00	
8.788	45587.00	
8.792	44564.00	
8.796	48206.00	
8.801	45872.00	
8.805	44923.00	
8.809	45084.00	
8.814	46452.00	
8.818	45871.00	
8.822	46191.00	
8.827	46613.00	
8.831	46547.00	
8.835	46202.00	
8.840	45942.00	
8.844	45579.00	
8.848	45742.00	
8.853	45190.00	
8.857	48240.00	
8.861	45849.00	
8.866	46379.00	
8.870	47319.00	
8.874	46889.00	
8.879	47560.00	
8.883	45785.00	
8.887	45705.00	
8.892	46130.00	
8.896	46249.00	
8.900	46949.00	
8.905	46950.00	
8.909	46303.00	
8.913	46521.00	
8.918	46295.00	
8.922	45724.00	
8.926	47218.00	
8.931	47006.00	
8.935	45271.00	
8.939	45872.00	
8.944	47490.00	
8.948	46996.00	
8.952	46624.00	
8.957	45955.00	
8.961	43324.00	
8.966	46648.00	
8.970	45554.00	
8.974	46799.00	
8.979	46389.00	
8.983	47584.00	
8.987	46248.00	
8.992	46513.00	
8.996	47044.00	
9.000	47002.00	
9.005	47285.00	
9.009	45405.00	
9.013	45250.00	
9.018	46323.00	
9.022	46605.00	
9.026	46322.00	
9.031	47076.00	
9.035	44734.00	
9.039	45241.00	
9.044	46393.00	
9.048	47143.00	
9.052	45822.00	
9.057	47177.00	
9.061	46418.00	
9.065	45771.00	
9.070	45811.00	
9.074	46861.00	
9.078	46292.00	
9.083	46227.00	
9.087	46029.00	
9.091	45807.00	
9.096	46504.00	
9.100	47048.00	
9.104	47068.00	
9.109	47619.00	
9.113	45749.00	
9.117	46102.00	
9.122	46906.00	
9.126	47465.00	
